customer_no,survey_id_2,datesubmit_2,sample2_2,sample3_2,countmisq1_2,countmisq2_2,q1ar_2,q1br_2,q1cr_2,q1dr_2,q1er_2,q1fr_2,q1gr_2,q1hr_2,q1ir_2,q1jr_2,q1kr_2,q2ar_2,q2br_2,q2cr_2,q2dr_2,q2er_2,q2fr_2,q2gr_2,q2hr_2,q2ir_2,q2jr_2,q2kr_2,q2lr_2,q1sum_2,q2sum_2,q1opera_sum,q1musical_sum,q1recital_sum,q2opera_sum,q2musical_sum,q2recital_sum,age3,q1category,q1opera,q1musical,q1recital,q1program_sum,q2opera,q2musical,q2recital,q2program_sum,misq1r_2
750797,1016,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,1,0,1,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
750923,42,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
751015,677,2/5/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,0,1,0,1,0,1,0,0, ,4, , , ,0,2,2, , ,0,0,0, ,0,1,1,2,11
751169,360,2/4/17,2,1,6,12,1,0,1,0,1,1,0,0,0,1,0, , , , , , , , , , , , ,5, ,2,1,1, , , , ,4,1,1,1,4,0,0,0, ,0
751235,203,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,1,1,1,0,0,1,0,0,0,0, ,5, , , ,2,2,1, , ,0,0,0, ,1,1,1,3,11
751293,1150,2/13/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
751338,393,2/4/17,2,1,7,12,0,1,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
751431,1218,2/14/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,1,0,0, ,4, , , ,1,1,2, , ,0,0,0, ,1,1,1,3,11
751445,1067,2/13/17,2,1,11,9, , , , , , , , , , , ,1,0,0,0,0,0,1,1,0,0,0,0, ,3, , , ,1,0,2, , ,0,0,0, ,1,0,1,2,11
751469,1144,2/13/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
751774,400,2/4/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
751794,606,2/4/17,2,1,7,12,1,0,0,0,1,1,0,0,0,1,0, , , , , , , , , , , , ,4, ,1,1,1, , , , ,4,1,1,1,4,0,0,0, ,0
751964,330,2/4/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,0,1,0,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
751978,467,2/4/17,2,1,8,12,0,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,0,2,1, , , , ,3,0,1,1,2,0,0,0, ,0
751981,293,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,3, ,0,2,0, , , , ,4,0,1,0,2,0,0,0, ,0
752101,851,2/9/17,2,1,6,12,0,1,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
752248,903,2/14/17,2,1,7,12,1,0,0,0,1,0,0,0,1,0,1, , , , , , , , , , , , ,4, ,1,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
752357,447,2/4/17,2,1,8,12,1,1,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,2,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
752462,640,2/5/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
752683,514,2/4/17,2,1,11,10, , , , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
752807,660,2/5/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
752827,595,2/4/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
752840,551,2/4/17,2,1,6,12,1,1,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
752958,1046,2/13/17,2,1,10,12,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,1,0,0, , , , , ,1,0,0,1,0,0,0, ,0
752984,665,2/5/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
752988,1243,2/15/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,0,1,0,0,0,0,1, ,4, , , ,0,2,1, , ,0,0,0, ,0,1,1,3,11
753054,962,2/13/17,2,1,6,12,1,1,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
753093,410,2/4/17,2,1,7,12,1,0,0,0,1,1,1,0,0,0,0, , , , , , , , , , , , ,4, ,1,1,2, , , , ,3,1,1,1,3,0,0,0, ,0
753347,1141,2/13/17,2,1,7,12,1,0,0,1,1,0,0,0,1,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
753367,628,2/5/17,2,1,8,12,0,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,0,2,1, , , , ,3,0,1,1,2,0,0,0, ,0
753405,834,2/7/17,2,1,8,12,0,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
753420,838,2/7/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
753571,622,2/5/17,2,1,6,12,1,0,0,0,1,1,0,0,1,0,1, , , , , , , , , , , , ,5, ,1,1,2, , , , ,5,1,1,1,4,0,0,0, ,0
753748,627,2/5/17,2,1,7,12,1,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
753873,543,2/5/17,2,1,8,12,0,0,0,0,1,0,1,0,0,1,0, , , , , , , , , , , , ,3, ,0,1,1, , , , ,4,0,1,1,3,0,0,0, ,0
754097,687,2/5/17,2,1,11,9, , , , , , , , , , , ,0,0,0,0,0,0,1,0,1,0,1,0, ,3, , , ,0,0,2, , ,0,0,0, ,0,0,1,2,11
754272,120,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
754359,472,2/4/17,2,1,9,12,0,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,1,1, , , , ,3,0,1,1,2,0,0,0, ,0
754394,746,2/6/17,2,1,8,12,1,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
754486,849,2/9/17,2,1,8,12,0,0,0,0,1,0,1,0,0,1,0, , , , , , , , , , , , ,3, ,0,1,1, , , , ,4,0,1,1,3,0,0,0, ,0
754520,819,2/7/17,2,1,7,12,1,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
754562,1194,2/14/17,2,1,7,12,0,0,0,1,0,0,1,1,0,0,1, , , , , , , , , , , , ,4, ,0,1,2, , , , ,5,0,1,1,3,0,0,0, ,0
754694,523,2/4/17,2,1,9,12,0,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,0,1,0, , , , ,5,0,1,0,2,0,0,0, ,0
755088,1221,2/14/17,2,1,11,9, , , , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,1,0, ,3, , , ,1,0,1, , ,0,0,0, ,1,0,1,3,11
755478,145,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,0,1,1,0,0,0,0, ,3, , , ,0,1,2, , ,0,0,0, ,0,1,1,2,11
755567,790,2/6/17,2,1,9,12,1,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
755709,53,2/4/17,2,1,11,8, , , , , , , , , , , ,1,1,0,1,0,0,1,0,0,0,0,0, ,4, , , ,2,1,1, , ,0,0,0, ,1,1,1,3,11
755774,556,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
755779,493,2/4/17,2,1,11,7, , , , , , , , , , , ,1,1,0,1,1,1,0,0,0,0,0,0, ,5, , , ,2,3,0, , ,0,0,0, ,1,1,0,2,11
755805,515,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,1, ,3, , , ,0,2,0, , ,0,0,0, ,0,1,0,2,11
756142,87,2/4/17,2,1,4,12,1,1,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,7, ,3,2,1, , , , ,5,1,1,1,4,0,0,0, ,0
756173,490,2/4/17,2,1,5,12,1,1,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,6, ,3,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
757204,981,2/13/17,2,1,11,7, , , , , , , , , , , ,1,0,1,1,0,0,1,0,1,0,0,0, ,5, , , ,2,1,2, , ,0,0,0, ,1,1,1,3,11
757821,135,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
757821,547,2/4/17,2,1,11,5, , , , , , , , , , , ,1,1,0,1,1,1,1,0,0,1,0,0, ,7, , , ,2,3,2, , ,0,0,0, ,1,1,1,3,11
758230,553,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
758532,348,2/4/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,0,0,1,1,0,1,0,0, ,4, , , ,0,1,3, , ,0,0,0, ,0,1,1,2,11
759133,580,2/4/17,2,1,7,12,1,0,0,0,1,1,0,0,0,1,0, , , , , , , , , , , , ,4, ,1,1,1, , , , ,4,1,1,1,4,0,0,0, ,0
759663,250,2/4/17,2,1,11,8, , , , , , , , , , , ,1,0,0,0,1,1,0,0,0,0,1,0, ,4, , , ,1,2,0, , ,0,0,0, ,1,1,0,3,11
761340,720,2/5/17,2,1,7,12,1,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
761621,710,2/5/17,2,1,7,12,1,0,1,0,0,1,0,0,1,0,0, , , , , , , , , , , , ,4, ,2,0,2, , , , ,3,1,0,1,2,0,0,0, ,0
762025,48,2/4/17,2,1,7,12,0,0,0,1,0,0,1,0,0,1,1, , , , , , , , , , , , ,4, ,0,1,1, , , , ,5,0,1,1,4,0,0,0, ,0
762828,574,2/4/17,2,1,11,11, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0, ,1, , , ,1,0,0, , ,0,0,0, ,1,0,0,1,11
762879,222,2/4/17,2,1,11,6, , , , , , , , , , , ,1,0,0,1,1,1,0,1,1,0,0,0, ,6, , , ,1,3,2, , ,0,0,0, ,1,1,1,3,11
763648,933,2/13/17,2,1,11,8, , , , , , , , , , , ,0,1,1,0,0,0,0,0,0,1,0,1, ,4, , , ,2,0,1, , ,0,0,0, ,1,0,1,3,11
764168,243,2/4/17,2,1,5,12,1,0,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,6, ,2,2,1, , , , ,5,1,1,1,4,0,0,0, ,0
764324,1220,2/14/17,2,1,11,11, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0, ,1, , , ,1,0,0, , ,0,0,0, ,1,0,0,1,11
764327,88,2/4/17,2,1,11,5, , , , , , , , , , , ,1,0,1,0,1,1,1,1,1,0,0,0, ,7, , , ,2,2,3, , ,0,0,0, ,1,1,1,3,11
764330,714,2/5/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
764659,359,2/4/17,2,1,8,12,1,0,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,2,0,1, , , , ,3,1,0,1,2,0,0,0, ,0
765450,1249,2/16/17,2,1,11,10, , , , , , , , , , , ,1,0,0,0,0,1,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
765715,812,2/7/17,2,1,7,12,0,0,0,1,0,0,1,1,0,0,1, , , , , , , , , , , , ,4, ,0,1,2, , , , ,5,0,1,1,3,0,0,0, ,0
766067,229,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,0,1,1,0,0,0,0, ,3, , , ,0,1,2, , ,0,0,0, ,0,1,1,2,11
766108,796,2/6/17,2,1,5,12,1,0,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , ,6, ,2,1,1, , , , ,5,1,1,1,5,0,0,0, ,0
766174,889,2/13/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
766237,303,2/4/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
766244,93,2/4/17,2,1,10,12,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1, ,0,0,1, , , , ,3,0,0,1,1,0,0,0, ,0
766539,66,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1,0,0, ,5, , , ,1,2,2, , ,0,0,0, ,1,1,1,3,11
766773,877,2/12/17,2,1,11,6, , , , , , , , , , , ,1,1,0,1,0,1,1,0,0,0,0,1, ,6, , , ,2,2,1, , ,0,0,0, ,1,1,1,4,11
766780,116,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
766784,1232,2/15/17,2,1,10,12,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,1,0,0, , , , , ,1,0,0,1,0,0,0, ,0
766860,908,2/13/17,2,1,7,12,0,0,1,0,1,0,1,0,1,0,0, , , , , , , , , , , , ,4, ,1,1,2, , , , ,3,1,1,1,3,0,0,0, ,0
766966,620,2/5/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
767038,1253,2/16/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,1,0,0,0,0,0,0, ,4, , , ,1,3,0, , ,0,0,0, ,1,1,0,2,11
767053,25,2/4/17,2,1,8,12,0,0,0,1,1,0,1,0,0,0,0, , , , , , , , , , , , ,3, ,0,2,1, , , , ,3,0,1,1,2,0,0,0, ,0
767056,469,2/4/17,2,1,8,12,1,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
767110,805,2/6/17,2,1,5,12,0,0,0,1,1,1,1,0,1,0,1, , , , , , , , , , , , ,6, ,0,2,3, , , , ,5,0,1,1,3,0,0,0, ,0
767136,879,2/13/17,2,1,6,12,1,0,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
767136,965,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
767314,1197,2/14/17,2,1,8,12,1,1,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,3,0,0, , , , , ,1,0,0,1,0,0,0, ,0
767395,872,2/12/17,2,1,11,9, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1, ,3, , , ,0,0,1, , ,0,0,0, ,0,0,1,3,11
767440,569,2/4/17,2,1,7,12,1,0,1,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,4, ,2,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
767598,10,2/4/17,2,1,11,6, , , , , , , , , , , ,0,1,0,1,1,1,1,1,0,0,0,0, ,6, , , ,1,3,2, , ,0,0,0, ,1,1,1,3,11
767645,822,2/7/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
767692,954,2/13/17,2,1,9,12,1,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,2,0,0, , , , , ,1,0,0,1,0,0,0, ,0
767886,1240,2/15/17,2,1,8,12,0,0,0,0,0,0,1,0,0,1,1, , , , , , , , , , , , ,3, ,0,0,1, , , , ,5,0,0,1,3,0,0,0, ,0
768083,1186,2/14/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
768268,1060,2/13/17,2,1,11,6, , , , , , , , , , , ,0,1,0,0,1,1,1,1,0,1,0,0, ,6, , , ,1,2,3, , ,0,0,0, ,1,1,1,3,11
768338,494,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
768384,1024,2/13/17,2,1,9,12,1,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
768427,560,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
768456,826,2/7/17,2,1,8,12,1,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
768467,185,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
768485,563,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,0,1,0,0,1,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
768559,512,2/4/17,2,1,10,12,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , ,1, ,0,0,0, , , , ,4,0,0,0,1,0,0,0, ,0
768665,402,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,1,0,1,0,1,0,0,0,0,1, ,5, , , ,2,1,1, , ,0,0,0, ,1,1,1,4,11
768703,492,2/4/17,2,1,11,5, , , , , , , , , , , ,1,0,0,1,0,0,1,1,1,1,1,0, ,7, , , ,1,1,4, , ,0,0,0, ,1,1,1,4,11
769018,729,2/6/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
769038,40,2/4/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,1, ,4, , , ,0,3,0, , ,0,0,0, ,0,1,0,2,11
769068,113,2/4/17,2,1,8,12,1,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
769131,1004,2/13/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
769146,959,2/13/17,2,1,11,7, , , , , , , , , , , ,0,1,1,0,1,0,1,0,0,0,0,1, ,5, , , ,2,1,1, , ,0,0,0, ,1,1,1,4,11
769161,304,2/4/17,2,1,7,12,1,1,0,0,1,0,0,0,0,1,0, , , , , , , , , , , , ,4, ,2,1,0, , , , ,4,1,1,0,3,0,0,0, ,0
769198,740,2/6/17,2,1,7,12,1,0,0,1,0,1,1,0,0,0,0, , , , , , , , , , , , ,4, ,1,1,2, , , , ,3,1,1,1,3,0,0,0, ,0
769258,382,2/4/17,2,1,9,12,0,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,0,1,0, , , , ,5,0,1,0,2,0,0,0, ,0
769265,315,2/4/17,2,1,8,12,1,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
769348,614,2/5/17,2,1,6,12,1,0,0,1,0,0,0,0,1,1,1, , , , , , , , , , , , ,5, ,1,1,1, , , , ,5,1,1,1,5,0,0,0, ,0
769561,101,2/4/17,2,1,8,12,1,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
769706,1202,2/14/17,2,1,7,12,1,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
769750,1078,2/13/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
769879,424,2/4/17,2,1,11,8, , , , , , , , , , , ,0,0,1,1,0,1,0,1,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
769981,59,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
770387,1135,2/13/17,2,1,7,12,0,0,0,1,1,0,0,0,1,0,1, , , , , , , , , , , , ,4, ,0,2,1, , , , ,5,0,1,1,3,0,0,0, ,0
770566,901,2/13/17,2,1,11,6, , , , , , , , , , , ,0,0,1,1,0,1,1,1,0,1,0,0, ,6, , , ,1,2,3, , ,0,0,0, ,1,1,1,3,11
770608,650,2/5/17,2,1,10,12,0,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,0,1,0, , , , ,2,0,1,0,1,0,0,0, ,0
770979,484,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,0,0,1,1,0,0,0,1,0, ,3, , , ,0,1,1, , ,0,0,0, ,0,1,1,3,11
771036,538,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
771077,426,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,3, ,0,2,0, , , , ,4,0,1,0,2,0,0,0, ,0
771177,604,2/4/17,2,1,6,12,1,0,0,0,1,1,1,0,0,0,1, , , , , , , , , , , , ,5, ,1,1,2, , , , ,5,1,1,1,4,0,0,0, ,0
771244,321,2/4/17,2,1,4,12,1,1,1,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,7, ,3,2,1, , , , ,5,1,1,1,4,0,0,0, ,0
771275,189,2/4/17,2,1,11,7, , , , , , , , , , , ,1,1,1,0,0,1,1,0,0,0,0,0, ,5, , , ,3,1,1, , ,0,0,0, ,1,1,1,3,11
771476,843,2/8/17,2,1,7,12,1,0,1,0,0,1,0,0,0,1,0, , , , , , , , , , , , ,4, ,2,0,1, , , , ,4,1,0,1,3,0,0,0, ,0
771530,309,2/4/17,2,1,7,12,0,0,0,1,1,1,0,0,1,0,0, , , , , , , , , , , , ,4, ,0,2,2, , , , ,3,0,1,1,2,0,0,0, ,0
772053,149,2/4/17,2,1,4,12,1,0,1,1,0,1,1,0,0,1,1, , , , , , , , , , , , ,7, ,2,1,2, , , , ,5,1,1,1,5,0,0,0, ,0
772372,555,2/4/17,2,1,8,12,1,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
772611,8,2/4/17,2,1,6,12,1,0,1,0,1,1,0,0,0,1,0, , , , , , , , , , , , ,5, ,2,1,1, , , , ,4,1,1,1,4,0,0,0, ,0
772614,282,2/4/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
773119,1033,2/13/17,2,1,11,10, , , , , , , , , , , ,1,0,0,0,0,1,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
773243,44,2/4/17,2,1,9,12,0,0,1,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,1,0,0, , , , ,5,1,0,0,2,0,0,0, ,0
773497,1133,2/13/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,1,1,0,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
774109,741,2/6/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
774266,546,2/4/17,2,1,7,12,1,0,0,1,0,0,0,0,0,1,1, , , , , , , , , , , , ,4, ,1,1,0, , , , ,5,1,1,0,4,0,0,0, ,0
774630,730,2/6/17,2,1,9,12,0,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,0,1,0, , , , ,5,0,1,0,2,0,0,0, ,0
776222,474,2/4/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
776401,1179,2/14/17,2,1,11,8, , , , , , , , , , , ,1,0,0,0,1,1,1,0,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
776667,235,2/4/17,2,1,6,12,1,0,0,0,1,1,0,0,1,1,0, , , , , , , , , , , , ,5, ,1,1,2, , , , ,4,1,1,1,4,0,0,0, ,0
776739,670,2/5/17,2,1,11,6, , , , , , , , , , , ,1,0,0,1,1,1,0,1,0,0,0,1, ,6, , , ,1,3,1, , ,0,0,0, ,1,1,1,4,11
777317,264,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,1, ,3, , , ,0,2,0, , ,0,0,0, ,0,1,0,2,11
777404,748,2/6/17,2,1,6,12,1,0,0,1,1,0,0,0,0,1,1, , , , , , , , , , , , ,5, ,1,2,0, , , , ,5,1,1,0,4,0,0,0, ,0
777404,800,2/6/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
778421,584,2/4/17,2,1,11,5, , , , , , , , , , , ,1,1,1,1,0,0,1,0,1,1,0,0, ,7, , , ,3,1,3, , ,0,0,0, ,1,1,1,3,11
